seed_id,canonical_url,category,prompt_section_guess,assigned_lane,status,evidence_file,evidence_note,reason_if_not_researched,blocks_gate
S183,https://plato.stanford.edu/archives/fall2004/entries/stoicism/,philosophy-reference,"Naming, philosophy, and clearance",L7a,superseded,research/L7a-brand-sources.md,"Superseded by the live SEP entry, which L7a fetched and quoted ('The Stoic school was founded around 300 BCE by Zeno of Citium').",Archived Fall-2004 SEP edition; the current entry at /entries/stoicism/ was read instead and is the citable version.,none
S184,https://plato.stanford.edu/entries/stoicism/,philosophy-reference,"Naming, philosophy, and clearance",L7a,researched,research/L7a-brand-sources.md,L7a verified the doctrine: assent is 'in our power' and a rational impulse needs a judgment that the action is appropriate - the closest match to the promise.,,none
S185,https://playwright.dev/docs/browser-contexts,dev-tooling-docs,"Developer workstation, terminal, QA, CI, and infrastructure",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. L1 adopted browser-use for browser control without evaluating Playwright's own isolation model.,No lane owned the QA/browser-automation family; browser-context isolation is an unevidenced assumption behind the browser-control lane.,none
S186,https://qwenlm.github.io/qwen-code-docs/en/blog/quickstart/thinks-like-a-programmer/,vendor-docs,Coding agents and context,L2,partially-researched,research/L2-coding-agents-mcp.md,L2 verified the qwen-code repo and its hard-fork status but did not read this qwenlm.github.io blog post.,Repo verified; the blog post the prompt cites was not fetched.,none
S187,https://runway.com/mcp,vendor-product-page,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered at the canonical announcement: L4 C3 read runway.com/news/mcp (redirected from runwayml.com/news/mcp); endpoint is mcp.runwayml.com/mcp.,,none
S188,https://speechbrain.readthedocs.io/en/latest/_modules/speechbrain/inference/speaker.html,vendor-docs,"Speaker identity, diarization, consent, and anti-spoofing",L3,researched,research/L3-meetings-voiceid.md,Covered at the decision-relevant source: L3 B.3 verified speechbrain/spkrec-ecapa-voxceleb is apache-2.0 AND ungated - the least-encumbered embedder found.,,none
S189,https://support.apple.com/guide/mac-help/welcome/mac,vendor-docs,Apple platform and Liquid Glass,(unassigned),not-applicable,(none — no lane produced evidence for this URL),"Generic macOS end-user help portal. No architecture, design, licence or capability decision in the corpus depends on it.",Not a research target: a general-purpose consumer help index with no decision attached.,none
S190,https://support.apple.com/guide/terminal/automate-tasks-using-applescript-and-terminal-trml1003/mac,vendor-docs,"Developer workstation, terminal, QA, CI, and infrastructure",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. L1 recommended 'thin AppleScript/JXA MCP servers in-house' as an alternative to JonathanRReed/Apple-MCPs without reading Apple's own guide.,No lane owned the developer-workstation/terminal family; the AppleScript automation route is asserted but not evidenced.,none
S191,https://support.apple.com/guide/terminal/welcome/mac,vendor-docs,"Developer workstation, terminal, QA, CI, and infrastructure",(unassigned),not-applicable,(none — no lane produced evidence for this URL),Generic Terminal user-guide index. No decision in the corpus depends on it.,Not a research target: a consumer help index. The decision-relevant sibling (AppleScript automation) is tracked separately at S190.,none
S192,https://support.claude.com/en/articles/14604397-set-up-your-design-system-in-claude-design,anthropic-docs,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"L4 B4 verified Claude Design system import: accepts codebases/assets, extracts colours+type+components; no published token or size limits.",,none
S193,https://support.claude.com/en/articles/14604416-get-started-with-claude-design,anthropic-docs,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"L4 B3 verified Claude Design beta status, three editing modalities, export targets, and the documented multi-person/comment flakiness.",,none
S194,https://support.claude.com/en/articles/9450526-export-your-claude-data,anthropic-docs,History and data controls,L9,researched,research/L9-platform-revalidation.md,"L9 verified: export via Settings > Privacy, 24h link, no mobile, and 'cannot be imported into another personal Claude account'.",,none
S195,https://support.claude.com/en/articles/9487310-what-are-artifacts-and-how-do-i-use-them,anthropic-docs,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"L4 B2 verified artifact types, MCP per-user auth, 20 MB published-only storage - and logged a plan-availability contradiction vs code.claude.com.",,none
S196,https://territorystudio.com/project/marvels-avengers-age-of-ultron/,media-ip-reference,"Design, performance, privacy, and legal references",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched. L4 s5 scoped the aesthetic-reference section to Zera only; no lane covered the film-FUI reference class.,No lane owned the film/FUI reference family. Also an IP hazard (Marvel trade dress) - non-adoption is consistent with L4's originality position.,none
S197,https://tmrsearch.ipindia.gov.in/tmrpublicsearch/,trademark-registry,"Naming, philosophy, and clearance",L7b,inaccessible,research/L7b-brand-collisions.md,IP India TM search requires Login-with-OTP plus a CAPTCHA before any query. Not attempted per Phase-0A rules.,Login + CAPTCHA gate; Phase-0A forbids logins. Blocks the brand sub-gate.,none
S198,https://tmsearch.uspto.gov/,trademark-registry,"Naming, philosophy, and clearance",L7b,inaccessible,research/L7b-brand-collisions.md,"USPTO TMSearch rendered only a JavaScript app shell with the heading 'Trademark search' - no interface, no data.",USPTO search is a JS SPA that returns no content to a fetch. Blocks the brand sub-gate.,none
S199,https://trademarks.ipo.gov.uk/ipo-tmtext,trademark-registry,"Naming, philosophy, and clearance",L7b,inaccessible,research/L7b-brand-collisions.md,UK IPO tmtext returned HTTP 403 Forbidden to L7b's fetch.,HTTP 403. Blocks the brand sub-gate.,none
S200,https://web.dev/articles/defining-core-web-vitals-thresholds,perf-standard,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"Covered indirectly: L4 F2 read web.dev/articles/vitals and verified LCP<=2.5s, INP<=200ms, CLS<=0.1 at p75, with no 2025/26 metric changes announced.",,none
S201,https://wisprflow.ai/post/voice-dictation-to-voice-interface,vendor-product-page,"Design, performance, privacy, and legal references",L3 / L4,partially-researched,research/L4-design-research.md; research/L3-meetings-voiceid.md,Wispr Flow covered across lanes: L4 D7 read docs.wisprflow.ai + /data-controls; L3 s3.8 read /pricing. This blog post was not fetched.,The specific post the prompt cites was never fetched; the interaction model and free-tier MCP facts come from other Wispr Flow pages.,none
S202,https://www.asvspoof.org/,research-benchmark,"Speaker identity, diarization, consent, and anti-spoofing",L3,researched,research/L3-meetings-voiceid.md,"L3 verified the current edition is ASVspoof 5 (2024), no edition 6 announced - and made the MAJOR correction that ASVspoof 5 has NO replay/PA track.",,none
S203,https://www.asvspoof.org/file/ASVspoof5___Evaluation_Plan_Phase2.pdf,research-benchmark,"Speaker identity, diarization, consent, and anti-spoofing",L3,partially-researched,research/L3-meetings-voiceid.md,"L3 verified the Phase-2 plan's substance from arXiv:2502.08857v2 (Track 1 CM, Track 2 SASV, no replay) but did not fetch this PDF.",The evaluation-plan PDF itself was not opened; its content is known only through the arXiv design paper. Zenodo (the DB record) returned HTTP 403.,none
S204,https://www.figma.com/ai/,vendor-product-page,"Design, performance, privacy, and legal references",L4,partially-researched,research/L4-design-research.md,"L4 D8 read help.figma.com's Figma AI FAQ and First Draft article: First Draft cannot use your own design system, and credits are shared across AI features.","L4 did not fetch the credits or content-training articles, so those specifics are recorded as unknown; figma.com/ai/ itself was not read.",none
S205,https://www.ftc.gov/policy/advocacy-research/tech-at-ftc/2024/01/ai-companies-uphold-your-privacy-confidentiality-commitments,policy-agency,"Design, performance, privacy, and legal references",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),"Not read. The 'we do not train on your data' posture is sourced only from vendor pages (Granola, Wispr Flow, NeoSapien), never from the regulator.",FTC guidance on honouring privacy/confidentiality commitments unread; the programme's own privacy promises have no enforcement-side check.,Gate1
S206,https://www.ftc.gov/policy/advocacy-research/tech-at-ftc/2024/04/approaches-address-ai-enabled-voice-cloning,policy-agency,"Speaker identity, diarization, consent, and anti-spoofing",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. L3 B.5 covered ASVspoof as an evaluation vocabulary but no lane read any regulator position on voice cloning.,FTC voice-cloning guidance unread; the anti-spoofing requirement is justified technically but not from policy.,Gate1
S207,https://www.granola.ai/ai-note-taker,vendor-product-page,Meeting copilots and dictation,L3 / L4,researched,research/L3-meetings-voiceid.md; research/L4-design-research.md,"Covered indirectly: L3 s3.2 read granola.ai/pricing (MCP+API gated to paid) and L4 D6 read granola.ai/security (manual arm, no bot, transcript-not-audio).",,none
S208,https://www.home-assistant.io/voice_control/,vendor-docs,"Personal assistants, voice, device control, and automation (+1 more mentions)",L1,partially-researched,research/L1-assistants-voice.md,"L1 verified the OHF-Voice/wyoming repo (MIT, 391 stars, active) and recommended adopt/compose, but labelled the HA Assist ecosystem context INFERRED.",Home Assistant's own voice_control docs were never fetched; L1's fetch manifest is GitHub-only. The 'largest production local-voice ecosystem' claim is inferred.,none
S209,https://www.home-assistant.io/voice_control/voice_remote_local_assistant/,vendor-docs,"Personal assistants, voice, device control, and automation",L1,partially-researched,research/L1-assistants-voice.md,"L1 verified the OHF-Voice/wyoming repo (MIT, 391 stars, active) and recommended adopt/compose, but labelled the HA Assist ecosystem context INFERRED.",Home Assistant's own voice_control docs were never fetched; L1's fetch manifest is GitHub-only. The 'largest production local-voice ecosystem' claim is inferred.,none
S210,https://www.ilga.gov/documents/legislation/ilcs/documents/074000140K15.htm,legal-regulatory,"Speaker identity, diarization, consent, and anti-spoofing",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. Same gap as CA Penal 632: no lane read any recording-consent statute.,Illinois eavesdropping statute unread; two-party-consent exposure for the meeting leg is unevidenced.,Gate1
S211,https://www.instagram.com/reel/DZC-H3tRH7C/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S212,https://www.instagram.com/reel/Db0tHfsgUbH/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S213,https://www.instagram.com/reel/Db1HnwSub8d/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S214,https://www.instagram.com/reel/Dbq5KGJzEOi/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S215,https://www.instagram.com/reel/DcBr3uMMy-5/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S216,https://www.instagram.com/reel/DcElx3fuTTf/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S217,https://www.instagram.com/reel/DcOqeHPzD9k/,social-video,11.3.1 User-supplied motion references and frame-accounted video analysis,video-evidence,inaccessible,05-video-evidence-manifest.md,"Manifest: 7 unique reels (9 submissions, 2 duplicated) are login/robots gated and unanalyzed - 'not needed for Gate 2', both compilations being hash-verified.","Login/robots gated. No reel was described from its URL, thumbnail, caption or a third-party summary. Only optional per-reel canonical-ID mapping is affected.",none
S218,https://www.marvel.com/movies/iron-man,media-ip-reference,"Design, performance, privacy, and legal references",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched. No lane covered the Iron Man / Marvel motion-design reference class.,"No lane owned this family, and L4's originality position (A1/A11/E1) is to take principles only and never trade dress. Low value, high IP risk.",none
S219,https://www.maxon.net/en/article/the-making-of-iron-man-2,media-ip-reference,"Design, performance, privacy, and legal references",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched. No lane covered the Iron Man / Marvel motion-design reference class.,"No lane owned this family, and L4's originality position (A1/A11/E1) is to take principles only and never trade dress. Low value, high IP risk.",none
S220,https://www.meity.gov.in/static/uploads/2024/02/Digital-Personal-Data-Protection-Act-2023.pdf,legal-regulatory,"Speaker identity, diarization, consent, and anti-spoofing",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. The owner and the primary market are in India (L3 verified NeoSapien's India-only shipping and Bangalore arbitration).,India's DPDP Act 2023 is unread even though it is the home-jurisdiction law for this programme.,Gate1
S221,https://www.meity.gov.in/static/uploads/2025/11/c56ceae6c383460ca69577428d36828b.pdf,legal-regulatory,"Speaker identity, diarization, consent, and anti-spoofing",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),"Not read. Companion MeitY PDF (2025-11) to the DPDP Act, presumed the implementing rules.",Unread; document identity itself unconfirmed because no lane opened it.,Gate1
S222,https://www.nist.gov/itl/iad/mltg/speaker-recognition,research-benchmark,"Speaker identity, diarization, consent, and anti-spoofing",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. L3 B.5 evaluated ASVspoof (and corrected its replay-track gap) but never covered NIST's speaker-recognition evaluation programme.,"NIST SRE is the other standard evaluation venue for speaker recognition; unresearched, so accuracy claims have only ASVspoof vocabulary behind them.",none
S223,https://www.notion.com/product/ai/use-cases,vendor-product-page,"Design, performance, privacy, and legal references",L4,partially-researched,research/L4-design-research.md,L4 D9 obtained Notion Plan-mode excerpt-only (AL-2: the named help URL serves the generic Notion AI hub): planning is read-only until approved.,"AL-2 - the article URL does not serve the article; the use-cases page was not fetched. Plan-mode facts are excerpt-only, not verified.",none
S224,https://www.parakeet-ai.com/,vendor-product-page,Meeting copilots and dictation,L3,partially-researched,research/L3-meetings-voiceid.md,L3 s3.7 verified capabilities + the domain correction (parakeetai.com/parakeet.ai time out; parakeet-ai.com is canonical). Pricing is sign-in-gated.,Pricing could not be verified: the #pricing section renders tier names only and third-party figures are mutually inconsistent. L3 ACCESS LIMITATION.,none
S225,https://www.w3.org/WAI/WCAG22/Understanding/animation-from-interactions.html,standards-a11y,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered at the normative source: L4 F1 read w3.org/TR/WCAG22/ and quoted this SC - plus correction X-1/X-2 on which motion/focus criteria are AA vs AAA.,,none
S226,https://www.w3.org/WAI/WCAG22/Understanding/contrast-minimum.html,standards-a11y,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered at the normative source: L4 F1 read w3.org/TR/WCAG22/ and quoted this SC - plus correction X-1/X-2 on which motion/focus criteria are AA vs AAA.,,none
S227,https://www.w3.org/WAI/WCAG22/Understanding/non-text-contrast,standards-a11y,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered at the normative source: L4 F1 read w3.org/TR/WCAG22/ and quoted this SC - plus correction X-1/X-2 on which motion/focus criteria are AA vs AAA.,,none
S228,https://www.warp.dev/terminal,vendor-product-page,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"Covered indirectly: L4 D3 read docs.warp.dev and verified the 6-category x 4-level permission matrix, the denylist-wins rule, and the chord that bypasses it.",,none
S229,https://zerasoftwarestudio.com/,design-studio,"Design, performance, privacy, and legal references (+4 more mentions)",L4,researched,research/L4-design-research.md,"L4 E1 verified the portfolio and the terms (s5.2 retains their frameworks; 'All rights reserved'). Disposition: reject as a template, adapt 3 principles.",,none
S230,https://zerasoftwarestudio.com/terms,design-studio,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"L4 E1 verified the terms (effective 2025-08-20, updated 2026-07-24): s5.1 client owns deliverables, s5.2 studio retains frameworks, s20.1 showcase right.",,none
S231,https://zerasoftwarestudio.com/work/horizon,design-studio,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"Covered at the canonical listing: L4 read /portfolio and verified Horizon - 'a Three.js 3D planet scene, animated skill islands'.",,none
S232,https://zerasoftwarestudio.com/work/nexus,design-studio,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered at /portfolio: Nexus is real - 'hand-written GLSL shaders rendered via Three.js'. L4 correction X-6: the prompt's 'Lumen Atlas' does NOT exist.,,none
S233,https://zerasoftwarestudio.com/work/vector-bloom,design-studio,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered at /portfolio: Vector Bloom is real - 'a real-time WebGL interactive playground'; L4 observed the live showcase at portfolio5.zerasoftwarestudio.com.,,none
